"sim.counter" "Tips" "y" "x1" "x2" "x3" "x4" "x5" "x6" "x7" "diet"
"57"  3 Tl 1.931342 1.791208 1.501572 -0.414602000  0.7778257000 0.9791348  0.3318165000  1.2205380002 "Carnivore"
"58"  3 Mc 1.904546 1.730369 1.459987 -0.445834000  1.0139350000 1.0385376  0.2152484000  1.1705881088 "Carnivore"
"59"  3 My 1.967865 1.960696 1.574750 -0.551968100  0.8504922000 0.9179195  0.3356942000  0.3956345301 "Herbivore"
"60"  3 Pb 1.859337 1.651992 1.700313 -0.171964500  0.7030168000 0.8950848  0.1733863000 -0.2279556728 "Herbivore"
"61"  3 Ph 1.740705 1.812417 1.687941 -0.803534900  0.5535102000 1.0501330  0.3481951000  0.1744293803 "Herbivore"
"62"  3 Pg 1.689901 1.797100 1.564015 -0.925677100  0.6238582000 0.9555006  0.3530811000  0.5642220270 "Herbivore"
"63"  3 Pa 1.757474 1.810001 1.597015 -0.480420600  0.7517760000 1.0877170  0.2260324000 -0.6469210867 "Herbivore"
"64"  3 Pm 1.924706 1.811143 1.524899 -0.431393700  0.5255225000 0.8793123  0.2883545000  0.8181644012 "Ommnivore"
"65"  3 Tt 1.660858 2.058865 1.525782 -0.737146000  0.7397045000 1.0786313  0.2603553000  1.0653034702 "Ommnivore"
"66"  3 Ts 1.606297 2.019396 1.694826 -0.551372400  0.7408597000 1.1731725  0.1623780000  1.3184701202 "Ommnivore"
"67"  3 Ae 1.715492 1.871057 1.604947 -0.673923100  0.6523089000 0.9849076  0.2343406000 -0.7477468105 "Ommnivore"
"68"  3 Zv 1.849569 1.713715 1.569898 -0.674981100  0.7581412000 1.0466414  0.4950960000 -1.7930589880 "Ommnivore"
"69"  3 Zo 1.869766 1.667980 1.525880 -0.197230300  0.6396232000 1.2006607  0.4343496000 -0.2504943648 "Ommnivore"
"70"  3 La 1.895060 1.685501 1.590035 -0.409526500  0.8576561000 0.8887784  0.1011470000 -0.0079705128 "Ommnivore"
"71"  3 Ls 1.782387 1.549238 1.515722 -0.668396100  0.7977984000 0.9477845  0.2329528000 -0.2580717641 "Ommnivore"
"72"  3 Lv 1.795005 1.779625 1.507564 -0.232159700  0.7204267000 1.0962939  0.2367473000  0.7928415179 "Ommnivore"
"73"  4 Sa 1.968347 1.784830 1.378945 -0.527486100  0.5130606000 0.9587827  0.0317019800 -0.4991608178 "Carnivore"
"74"  4 Sh 1.935663 1.761052 1.329210 -0.667963300  0.7277695000 1.0293439  0.0784298300  0.9134935448 "Carnivore"
"75"  4 Tl 1.966997 1.792884 1.429971 -0.427453300  0.6743704000 0.9138915  0.2705424000  0.5534613622 "Carnivore"
"76"  4 Mc 2.177935 1.879806 1.338997 -0.469202500  0.4192818000 0.7109635  0.0497595400  1.5536747468 "Carnivore"
"77"  4 My 2.155059 2.001531 1.410642 -0.457486000  0.5415849000 0.6903641  0.2012552000 -0.6384744711 "Herbivore"
"78"  4 Pb 1.837953 2.007830 1.386431 -0.907828400  0.1831498000 0.8977430  0.3104917000  0.3742596623 "Herbivore"
"79"  4 Ph 1.828705 1.931406 1.312664 -0.623194100  0.2486729000 0.9709325  0.3858375000 -0.2625850924 "Herbivore"
"80"  4 Pg 1.812662 1.931651 1.378376 -0.739675700  0.2206334000 0.9371403  0.3631070000 -1.8848146395 "Herbivore"
"81"  4 Pa 1.688233 1.915117 1.440997 -0.630723000  0.2208265000 0.9073935  0.3289889000  0.3678188252 "Herbivore"
"82"  4 Pm 1.870056 1.826421 1.406644 -0.832472200  0.3379135000 0.8605444  0.2105881000  0.3822120158 "Ommnivore"
"83"  4 Tt 1.990702 1.723576 1.362924 -0.590031100  0.5742527000 0.8690108  0.2082444000  0.0474691353 "Ommnivore"
"84"  4 Ts 1.976229 1.754968 1.251911 -0.532860600  0.9264706000 0.8402292  0.0808791200  1.2122284319 "Ommnivore"
"85"  4 Ae 1.849807 1.797682 1.257912 -0.638384100  0.5688004000 1.0200892  0.3786625000 -0.8137071699 "Ommnivore"
"86"  4 Zv 2.086897 1.800387 1.416298 -0.211419800  0.3579166000 0.8340753 -0.0581507400 -0.3863346127 "Ommnivore"
"87"  4 Zo 2.178766 1.812998 1.337484 -0.429669100  0.4179581000 1.0236860 -0.0479810800 -0.3879850388 "Ommnivore"
"88"  4 La 1.993656 2.031343 1.349168 -0.419324000  0.3148666000 0.9466122  0.0527230000 -1.0902129172 "Ommnivore"
"89"  4 Ls 1.975773 1.998361 1.373961 -0.308716700  0.4379833000 0.8508344  0.3620761000 -0.8594101867 "Ommnivore"
"90"  4 Lv 2.194687 1.931070 1.348229 -0.287576000  0.3098188000 0.8522640  0.2839926000  0.1109504384 "Ommnivore"
"91"  5 Sa 1.838989 1.827250 1.436873 -0.008031334  0.7568953000 0.9605998 -0.0147528400  0.1664696972 "Carnivore"
"92"  5 Sh 1.869075 1.769524 1.463149 -0.251091000  0.7301236000 1.1181622  0.0130670800 -0.1166023692 "Carnivore"
"93"  5 Tl 1.392566 1.620522 1.427988 -0.375290100  0.5393359000 1.3155073  0.1482472000 -0.6013506317 "Carnivore"
"94"  5 Mc 1.447161 1.767465 1.510889 -0.717828100  0.8851230000 1.2482238  0.4550114000  0.6387713468 "Carnivore"
"95"  5 My 1.424248 1.680555 1.529697 -0.433396100  0.9116562000 1.2791406  0.3225023000  0.7343618228 "Herbivore"
"96"  5 Pb 1.609490 1.849511 1.574201 -0.406035300  0.2715728000 1.3153723  0.0423280500 -1.1294112333 "Herbivore"
"97"  5 Ph 1.545942 1.883551 1.538369 -0.159451300  0.6986415000 1.7071299  0.0614145300 -1.0508194297 "Herbivore"
"98"  5 Pg 1.449932 1.920189 1.517632 -0.198343300  0.4560773000 1.6516776  0.3154417000  0.3353410106 "Herbivore"
"99"  5 Pa 1.544876 1.925406 1.483531 -0.161512300  0.4356918000 1.5887811  0.0764001500 -0.8977049699 "Herbivore"
"100"  5 Pm 1.638101 1.828370 1.501863 -0.411009300  0.5831197000 1.4492740  0.0025851780 -0.5841368950 "Ommnivore"
"101"  5 Tt 1.691201 1.692259 1.555414 -0.458400400  0.6449673000 1.4290239  0.1884334000  1.2315613776 "Ommnivore"
"102"  5 Ts 1.731589 1.618628 1.494371 -0.078865400  0.4992355000 1.4372611  0.1126030000 -0.3321333273 "Ommnivore"
"103"  5 Ae 1.730343 1.537645 1.621142 -0.264746400  0.6773316000 1.4483807  0.1371985000 -0.3963195763 "Ommnivore"
"104"  5 Zv 1.832816 1.599051 1.510548 -0.493397600  0.7146964000 1.3007592 -0.0145027100 -0.4298362100 "Ommnivore"
"105"  5 Zo 1.671576 1.618074 1.447828 -0.665332100  0.7950981000 1.1418195 -0.0039764300  1.5626834320 "Ommnivore"
"106"  5 La 1.818385 1.543322 1.408371 -0.577787900  0.6751612000 1.3019422  0.1126660000  0.8189802394 "Ommnivore"
"107"  5 Ls 1.616919 1.530683 1.408943 -1.022205000  1.0316820000 1.3883701  0.0874459100 -0.8515724460 "Ommnivore"
"108"  5 Lv 1.787788 1.579026 1.424072 -0.782198700  0.9333576000 1.4721418  0.0870417400 -0.3488346769 "Ommnivore"
"109"  6 Sa 1.960959 1.845292 1.458528 -0.360626100  0.6399219000 1.0302727  0.3789993000  0.1189511130 "Carnivore"
"110"  6 Sh 1.904255 1.808738 1.415517 -0.539561200  0.8636496000 0.9212234  0.4656928000 -2.2025921759 "Carnivore"
"111"  6 Tl 2.182190 1.388836 1.437434 -0.690897200  0.6664344000 1.0732933 -0.5310460000  1.0566649869 "Carnivore"
"112"  6 Mc 2.210544 1.356237 1.467204 -0.380216100  0.8629916000 1.0097725 -0.3815332000  0.2976704461 "Carnivore"
"113"  6 My 1.996595 1.346321 1.431514 -0.378611900  0.9782927000 1.1797588 -0.4542086000 -0.7755283890 "Herbivore"
"114"  6 Pb 2.120013 1.482461 1.543015 -0.733224500  0.7367323000 1.3105081 -0.0835781200 -1.2748340179 "Herbivore"
"115"  6 Ph 1.976576 1.354954 1.583978 -0.587128700  0.5159902000 1.3111448 -0.1907761000 -0.1492277770 "Herbivore"
"116"  6 Pg 1.739741 1.375729 1.532399 -0.624321600  0.8035872000 1.4693650 -0.1550118000 -0.5918426134 "Herbivore"
"117"  6 Pa 1.911437 1.327713 1.523103 -0.602418700  0.7804953000 1.2819726  0.0301493300  0.3115448897 "Herbivore"
"118"  6 Pm 2.119459 1.312603 1.557563 -0.761372900  0.5576146000 1.0799802 -0.4569358000  0.1266809700 "Ommnivore"
"119"  6 Tt 1.909652 1.424251 1.492010 -0.346191500  0.6080133000 0.8752855 -0.0798074500  3.7794949126 "Ommnivore"
"120"  6 Ts 2.027202 1.401161 1.501230 -0.433369100  0.8022251000 0.7805604 -0.1406338000  0.1714236995 "Ommnivore"
"121"  6 Ae 1.895437 1.498297 1.514700 -0.161799900  0.8897132000 1.0477789  0.0487558600  1.2304644194 "Ommnivore"
"122"  6 Zv 1.898341 1.599974 1.389479 -0.276023100  0.8483763000 1.0986049  0.2206613000 -0.6400863595 "Ommnivore"
"123"  6 Zo 2.104965 1.586529 1.492193 -0.232155200  0.6493048000 1.0103610  0.2228272000 -0.8263799335 "Ommnivore"
"124"  6 La 2.089249 1.740358 1.444324 -0.725127900  0.5888427000 0.9591601 -0.0846643900 -0.5206863382 "Ommnivore"
"125"  6 Ls 2.014275 1.631295 1.441619 -0.633913100  0.9766575000 0.8908833 -0.0067594870 -1.3643182509 "Ommnivore"
"126"  6 Lv 1.969479 1.711694 1.463762 -0.813138700  0.8854772000 0.9627213 -0.0033871440  0.5026401795 "Ommnivore"
"127"  7 Sa 1.844211 1.939403 1.468829 -0.610451400  0.7049079000 1.0392919  0.3328829000 -0.1249414093 "Carnivore"
"128"  7 Sh 1.914271 1.959206 1.596580 -0.494667600  0.5162264000 1.0215528  0.2905370000  0.5054135311 "Carnivore"
"129"  7 Tl 2.033774 1.853408 1.363967  0.079394200  1.3146170000 1.1465501 -0.0170332900  0.4326853855 "Carnivore"
"130"  7 Mc 2.062922 1.747253 1.404517 -0.639754000  1.1183260000 1.0290210  0.0072864950 -0.7295939315 "Carnivore"
"131"  7 My 2.079352 2.001893 1.431926 -0.255457400  1.2368340000 1.0604732 -0.0072178510  0.8187246414 "Herbivore"
"132"  7 Pb 2.144966 1.854068 1.355822 -0.620316600  1.3117550000 1.3188949  0.3835049000 -0.4791981186 "Herbivore"
"133"  7 Ph 1.988195 1.710906 1.268585 -0.306894500  1.3610690000 1.0230337  0.2708717000 -0.0200062299 "Herbivore"
"134"  7 Pg 2.224141 1.734454 1.213720 -0.272561000  1.2461840000 1.0990707  0.2635215000 -0.4746844909 "Herbivore"
"135"  7 Pa 2.264117 1.665939 1.319342  0.046796390  1.4041150000 1.2294379  0.2853125000  2.2007561326 "Herbivore"
"136"  7 Pm 2.140106 1.788608 1.331042 -0.274837000  1.1343710000 1.3421905  0.1599608000 -0.3416258969 "Ommnivore"
"137"  7 Tt 2.040587 1.650001 1.337595 -0.209221700  0.9821660000 1.0614060  0.2252662000 -0.8451451043 "Ommnivore"
"138"  7 Ts 1.919683 1.649425 1.475969 -0.379808600  1.0080590000 0.9758819  0.4058957000  1.1246574746 "Ommnivore"
"139"  7 Ae 2.047063 1.557513 1.359901 -0.431938200  0.8052473000 1.1767110  0.1009529000  0.4540711298 "Ommnivore"
"140"  7 Zv 1.934863 1.631482 1.411771 -0.185516700  0.6189380000 1.0336706  0.1841243000 -0.8844414619 "Ommnivore"
"141"  7 Zo 1.966377 1.665508 1.417421 -0.161052600  0.9136220000 0.8388545  0.1918282000  0.4187319543 "Ommnivore"
"142"  7 La 2.012499 1.658906 1.310198 -0.257702200  0.1531764000 1.2024909  0.0039129480  0.9725227576 "Ommnivore"
"143"  7 Ls 2.167492 2.025001 1.289294  0.096390070  0.4996209000 1.0899507  0.1526922000 -0.6424051626 "Ommnivore"
"144"  7 Lv 1.967194 1.867359 1.261141  0.060576120  0.4927250000 1.1052627  0.0012723120  2.9034579426 "Ommnivore"
"145"  8 Sa 1.799855 1.544146 1.408165 -0.566830400  0.9423323000 1.0828077 -0.0488635800  1.0145806055 "Carnivore"
"146"  8 Sh 1.768204 1.703810 1.376843 -0.506183400  0.9143955000 1.0328633  0.1783671000  1.4658330590 "Carnivore"
"147"  8 Tl 1.745044 2.117619 1.458644 -0.622147700  0.9110791000 0.8696994  0.3428639000 -0.9788600199 "Carnivore"
"148"  8 Mc 1.584222 2.245498 1.410259 -0.909824700  0.8359255000 0.7777764  0.2703628000  0.0147368622 "Carnivore"
"149"  8 My 1.751190 2.183063 1.489035 -0.904110100  0.6577732000 0.7352020  0.1554136000  2.2991716505 "Herbivore"
"150"  8 Pb 1.575531 2.019023 1.440613 -0.382782100  0.9585462000 1.0413273  0.1866757000  0.8642959863 "Herbivore"
"151"  8 Ph 1.472341 2.067197 1.411750 -0.836865000  0.9739215000 0.9834548  0.0435102400  0.4868894147 "Herbivore"
"152"  8 Pg 1.343373 1.979785 1.435499 -1.104449000  1.0574910000 0.9313056  0.1196866000 -0.6916853992 "Herbivore"
"153"  8 Pa 1.705215 1.930352 1.282434 -1.153295000  0.9863016000 0.9596148  0.1962658000 -0.2173685034 "Herbivore"
"154"  8 Pm 1.669730 2.041281 1.473481 -0.574704000  0.8744452000 1.0368905  0.2477286000  0.8469008638 "Ommnivore"
"155"  8 Tt 1.712421 1.943154 1.408871 -0.623855800  0.9410641000 1.0240191 -0.0092995070  0.0308815014 "Ommnivore"
"156"  8 Ts 1.452403 1.912913 1.441137 -0.710455900  0.9321765000 1.1951056  0.0964752300  0.6948721037 "Ommnivore"
"157"  8 Ae 1.635358 1.944473 1.501817 -0.972537600  0.8120695000 0.9467191 -0.1501852000  0.0334606062 "Ommnivore"
"158"  8 Zv 1.519332 1.709097 1.475577 -0.579545200  0.2422764000 1.1952198  0.1295859000  0.6777490713 "Ommnivore"
"159"  8 Zo 1.620798 1.817023 1.477930 -0.697450600  0.2578268000 1.1910600  0.0436394800 -0.1420325621 "Ommnivore"
"160"  8 La 1.665172 1.680993 1.322196 -0.771222500  0.5198503000 1.0245778 -0.1610455000 -0.2302158208 "Ommnivore"
"161"  8 Ls 1.853169 1.742279 1.370333 -0.673667900  0.7457787000 1.0157322 -0.1193325000  0.3847767220 "Ommnivore"
"162"  8 Lv 1.695564 1.600742 1.328150 -0.575260500  0.4176498000 0.9597586  0.0122845600 -0.0744593425 "Ommnivore"
"163"  9 Sa 1.701821 1.680616 1.409201 -0.278923100  0.7334918000 1.0092417  0.0728737500  1.8185223900 "Carnivore"
"164"  9 Sh 1.811089 1.767499 1.431040 -0.222812000  0.6486438000 1.0804062  0.4244303000  0.5430733171 "Carnivore"
"165"  9 Tl 1.981986 1.879990 1.358868 -0.804163600  0.5333349000 0.9493349 -0.1826619000  0.0466881129 "Carnivore"
"166"  9 Mc 1.882910 1.848183 1.395144 -1.064892000  0.3131052000 1.3134697 -0.0940015700  3.0557449424 "Carnivore"
"167"  9 My 1.988470 1.664618 1.310405 -0.609773500  0.2366662000 1.1609361 -0.0530820000  1.4962884252 "Herbivore"
"168"  9 Pb 1.884506 1.629901 1.432247 -0.583304600  0.5079114000 1.0714499  0.0878317900 -0.3095893993 "Herbivore"
"169"  9 Ph 1.988134 1.627068 1.397123 -1.480315000  0.1263093000 1.2058888  0.1650515000  0.7610414867 "Herbivore"
"170"  9 Pg 1.907373 1.516573 1.357426 -1.273762000  0.4364572000 1.1825968  0.1742545000 -1.0173929171 "Herbivore"
"171"  9 Pa 1.836421 1.820197 1.478738 -0.817962700  0.2059957000 1.1438997  0.0694473800 -0.0602764915 "Herbivore"
"172"  9 Pm 1.943583 1.540453 1.448203 -0.586848000  0.3604916000 1.1833533 -0.1810100000 -0.6831873960 "Ommnivore"
"173"  9 Tt 1.913323 1.530821 1.188254 -0.395656700  0.3531522000 1.2058460 -0.0742574200  1.3629036181 "Ommnivore"
"174"  9 Ts 1.861126 1.471008 1.299631 -0.244682800  0.4639254000 1.1509313 -0.0329109600  0.7345410286 "Ommnivore"
"175"  9 Ae 2.014728 1.607002 1.242613 -0.210032500  0.4603193000 1.0471693 -0.0727717300  0.0527033097 "Ommnivore"
"176"  9 Zv 1.786426 1.949346 1.300077 -0.713715200  0.8515896000 1.0725324  0.2886532000 -1.1905097187 "Ommnivore"
"177"  9 Zo 1.843541 1.917063 1.262644 -0.527649600  0.6777959000 0.8807154  0.1543104000  1.7504193217 "Ommnivore"
"178"  9 La 1.630387 1.960040 1.195938 -0.747156200  0.7170019000 0.7392430  0.1046250000 -1.1191444963 "Ommnivore"
"179"  9 Ls 1.625038 1.902437 1.254729 -0.863649000  0.9899935000 1.1153706  0.2004438000 -0.7467410793 "Ommnivore"
"180"  9 Lv 1.656712 2.073515 1.207772 -0.886258600  1.0109200000 1.0779357  0.0241958500 -1.2644279697 "Ommnivore"
"181" 10 Sa 1.690481 1.755233 1.424223 -0.498709000  0.7528589000 1.1049251  0.2747571000  0.4913251497 "Carnivore"
"182" 10 Sh 1.874466 1.660460 1.501923 -0.018395860  0.7844514000 0.9718384  0.4417173000  0.7123300453 "Carnivore"
"183" 10 Tl 1.679661 1.805171 1.581676 -0.363490100  0.7866461000 0.9705553  0.1918194000 -0.6585047416 "Carnivore"
"184" 10 Mc 1.815451 1.989840 1.489875 -0.146272400  0.4257266000 1.0183979  0.1235128000 -0.0284524355 "Carnivore"
"185" 10 My 1.798471 1.688870 1.609507 -0.023240990  0.5258597000 0.9433857  0.2042685000 -0.3784369261 "Herbivore"
"186" 10 Pb 1.758247 1.913688 1.460468 -0.208815300  1.0628670000 1.1555155  0.4907595000  0.6920342377 "Herbivore"
"187" 10 Ph 1.744011 1.969362 1.521163 -0.401438900  1.2101220000 1.4980373  0.4741890000  0.0111921239 "Herbivore"
"188" 10 Pg 1.822981 1.891812 1.500972 -0.285899400  1.2420220000 1.5623426  0.5508094000  1.4423551643 "Herbivore"
"189" 10 Pa 1.686531 1.924908 1.572544 -0.478081400  1.1364480000 1.5234739  0.4477452000  1.4587240841 "Herbivore"
"190" 10 Pm 1.996957 1.983096 1.512585 -0.257088100  0.9476598000 0.9427610  0.3080535000  0.3186448451 "Ommnivore"
"191" 10 Tt 1.976416 1.667967 1.620738 -0.430268400  0.7841031000 0.9088800  0.2277004000  2.0024485739 "Ommnivore"
"192" 10 Ts 1.687377 1.723519 1.584815 -0.668919400  1.1724310000 1.0893756  0.0679446800 -1.0163413327 "Ommnivore"
"193" 10 Ae 1.836979 1.596929 1.585884 -0.646785900  0.8861455000 0.9985880  0.2015369000 -1.1450732049 "Ommnivore"
"194" 10 Zv 1.730093 1.648651 1.329465 -0.019432360  1.1258350000 0.8892240 -0.0052829400  0.2641556216 "Ommnivore"
"195" 10 Zo 1.727760 1.676923 1.422503  0.196219000  1.1278970000 0.7967999  0.0736262300  0.0088681671 "Ommnivore"
"196" 10 La 1.867937 1.671221 1.371784  0.120449200  0.8621087000 0.9935757  0.1055280000 -1.7788306202 "Ommnivore"
"197" 10 Ls 1.773194 1.735901 1.374991  0.448984600  0.8898045000 0.8590161 -0.1638417000  0.9985242049 "Ommnivore"
"198" 10 Lv 1.608688 1.725329 1.353319  0.388450500  0.8039052000 1.0026673  0.0543283800  0.6594955400 "Ommnivore"
"199" 11 Sa 1.775425 1.794847 1.438376 -0.361487300  0.6561847000 0.8042316  0.2291759000 -1.1481585448 "Carnivore"
"200" 11 Sh 1.823103 1.848596 1.489405  0.004805703  0.7489718000 1.0064240  0.1081946000 -1.2697017964 "Carnivore"
"201" 11 Tl 1.824729 1.582902 1.470280 -0.066488720  0.7787266000 1.2861615  0.1606111000  0.0828912341 "Carnivore"
"202" 11 Mc 1.813316 1.493599 1.344996  0.548567200  0.8071136000 1.2772021  0.2689349000  1.7597750579 "Carnivore"
"203" 11 My 1.990991 1.576130 1.487922  0.324846800  0.8674806000 1.1544780  0.2251093000  2.9454344099 "Herbivore"
"204" 11 Pb 1.778351 1.874335 1.619160 -0.297285300  0.2777087000 1.1040720  0.1588196000  0.4072512633 "Herbivore"
